"FID_";"TABID";"POINT_X";"POINT_Y";"demH"
;1525100;9.6285;60.5392;541
;1525101;9.6466;60.54;557
;1525102;9.6648;60.5407;571
;1525103;9.6829;60.5414;606
;1525104;9.701;60.5421;557
;1525105;9.7192;60.5429;447
;1525106;9.7374;60.5436;370
;1525107;9.7555;60.5443;334
;1525108;9.7737;60.545;319
;1525109;9.7918;60.5457;352
;1525110;9.81;60.5464;351
;1525111;9.8281;60.5471;307
;1525112;9.8463;60.5478;278
;1525113;9.8644;60.5485;358
;1526281;9.3761;60.5198;919
;1526284;9.4305;60.5221;904
;1526285;9.4486;60.5229;829
;1526286;9.4667;60.5236;637
;1526287;9.4848;60.5244;578
;1526288;9.503;60.5251;581
;1526289;9.5211;60.5259;588
;1526290;9.5393;60.5266;575
;1526291;9.5574;60.5274;591
;1526292;9.5755;60.5281;591
;1526293;9.5937;60.5288;605
;1526294;9.6118;60.5296;613
;1526295;9.6299;60.5303;603
;1526296;9.6481;60.531;568
;1526297;9.6662;60.5318;546
;1526298;9.6844;60.5325;536
;1526299;9.7025;60.5332;531
;1526300;9.7207;60.5339;520
;1526301;9.7388;60.5346;453
;1526302;9.757;60.5354;376
;1526303;9.7751;60.5361;350
;1526304;9.7932;60.5368;331
;1526305;9.8114;60.5375;308
;1526306;9.8295;60.5382;339
;1526307;9.8477;60.5389;510
;1526308;9.8659;60.5396;497
;1527479;9.432;60.5132;938
;1527480;9.4501;60.5139;1007
;1527481;9.4682;60.5147;788
;1527482;9.4864;60.5154;731
;1527483;9.5045;60.5162;741
;1527484;9.5226;60.5169;705
;1527485;9.5408;60.5177;707
;1527486;9.5589;60.5184;804
;1527487;9.577;60.5192;961
;1527488;9.5951;60.5199;866
;1527489;9.6133;60.5206;819
;1527490;9.6314;60.5214;1050
;1527491;9.6496;60.5221;803
;1527492;9.6677;60.5228;672
;1527493;9.6858;60.5235;599
;1527494;9.704;60.5243;591
;1527495;9.7221;60.525;615
;1527496;9.7403;60.5257;664
;1527497;9.7584;60.5264;605
;1527498;9.7765;60.5271;437
;1527499;9.7947;60.5278;391
;1527500;9.8128;60.5285;376
;1527501;9.831;60.5293;501
;1527502;9.8491;60.53;701
;1528674;9.4335;60.5042;813
;1528675;9.4516;60.505;793
;1528676;9.4698;60.5057;807
;1528677;9.4879;60.5065;854
;1528678;9.506;60.5072;883
;1528679;9.5241;60.508;820
;1528680;9.5423;60.5087;863
;1528681;9.5604;60.5095;965
;1528682;9.5785;60.5102;1148
;1528683;9.5967;60.511;1137
;1528684;9.6148;60.5117;1045
;1528685;9.6329;60.5124;1122
;1528686;9.651;60.5131;1134
;1528687;9.6692;60.5139;966
;1528688;9.6873;60.5146;701
;1528689;9.7054;60.5153;656
;1528690;9.7236;60.516;782
;1528691;9.7417;60.5168;927
;1528692;9.7598;60.5175;792
;1528693;9.778;60.5182;587
;1528694;9.7961;60.5189;516
;1528695;9.8143;60.5196;455
;1528696;9.8324;60.5203;613
;1528697;9.8505;60.521;818
;1529869;9.4351;60.4953;742
;1529870;9.4532;60.496;720
;1529871;9.4713;60.4968;808
;1529872;9.4894;60.4976;940
;1529873;9.5075;60.4983;913
;1529874;9.5257;60.4991;856
;1529875;9.5438;60.4998;1030
;1529876;9.5619;60.5005;1091
;1529877;9.58;60.5013;1160
;1529878;9.5981;60.502;1220
;1529879;9.6163;60.5027;1160
;1529880;9.6344;60.5035;1205
;1529881;9.6525;60.5042;1097
;1529882;9.6706;60.5049;938
;1529883;9.6888;60.5057;758
;1529884;9.7069;60.5064;769
;1529885;9.725;60.5071;929
;1529886;9.7432;60.5078;1098
;1529887;9.7613;60.5085;1079
;1529888;9.7794;60.5092;713
;1529889;9.7976;60.51;603
;1529890;9.8157;60.5107;515
;1529891;9.8338;60.5114;671
;1529892;9.852;60.5121;953
;1531064;9.4366;60.4864;621
;1531065;9.4547;60.4871;692
;1531066;9.4728;60.4879;849
;1531072;9.5815;60.4923;1257
;1531073;9.5996;60.4931;1214
;1531074;9.6178;60.4938;1176
;1531075;9.6359;60.4945;1211
;1531076;9.654;60.4953;1087
;1531077;9.6721;60.496;1004
;1531078;9.6902;60.4967;907
;1531079;9.7084;60.4974;863
;1531080;9.7265;60.4982;998
;1531081;9.7446;60.4989;1109
;1531082;9.7627;60.4996;1087
;1531083;9.7809;60.5003;856
;1531084;9.799;60.501;697
;1531085;9.8171;60.5017;541
;1531086;9.8353;60.5024;674
;1531087;9.8534;60.5031;961
;1532268;9.6011;60.4841;1203
;1532269;9.6192;60.4849;1179
;1532270;9.6374;60.4856;1192
;1532271;9.6555;60.4863;1123
;1532272;9.6736;60.4871;1143
;1532273;9.6917;60.4878;1145
;1532274;9.7098;60.4885;1004
;1532275;9.7279;60.4892;1117
;1532276;9.7461;60.4899;1144
;1532277;9.7642;60.4907;1178
;1532278;9.7823;60.4914;1129
;1532279;9.8004;60.4921;793
;1532280;9.8186;60.4928;583
;1532281;9.8367;60.4935;691
;1532282;9.8548;60.4942;992
;1533463;9.6026;60.4752;1256
;1533464;9.6207;60.4759;1239
;1533468;9.6932;60.4788;1153
;1533469;9.7113;60.4796;1107
;1533470;9.7294;60.4803;1137
;1533473;9.7837;60.4824;1165
;1533474;9.8019;60.4831;1008
;1533475;9.82;60.4838;606
;1533476;9.8381;60.4845;670
;1533477;9.8562;60.4852;944
;1534664;9.7127;60.4706;1173
;1534668;9.7852;60.4735;1177
;1534669;9.8033;60.4742;1102
;1534670;9.8214;60.4749;591
;1534671;9.8395;60.4756;652
;1534672;9.8576;60.4763;952
;1535864;9.8047;60.4652;1073
;1535865;9.8228;60.466;580
;1535866;9.841;60.4667;700
;1535867;9.8591;60.4674;941
;1537059;9.8062;60.4563;1013
;1542998;9.163;60.3846;1183
;1544193;9.1646;60.3757;1042
;1544194;9.1827;60.3765;909
;1545388;9.1663;60.3667;1087
;1545389;9.1843;60.3675;880
;1545390;9.2023;60.3683;918
;1546584;9.1859;60.3586;913
;1546585;9.2039;60.3594;934
;1546586;9.2219;60.3602;1022
;1547778;9.1695;60.3489;1044
;1547779;9.1875;60.3497;828
;1547780;9.2055;60.3505;962
;1547781;9.2235;60.3512;1056
;1547782;9.2416;60.352;1067
;1547809;9.7287;60.3723;525
;1547810;9.7468;60.373;618
;1548972;9.153;60.3391;1105
;1548973;9.1711;60.3399;875
;1548974;9.1891;60.3407;820
;1548975;9.2071;60.3415;942
;1548976;9.2251;60.3423;1031
;1548977;9.2431;60.3431;970
;1548978;9.2612;60.3439;1031
;1548979;9.2792;60.3447;1053
;1549004;9.7302;60.3633;536
;1549005;9.7482;60.364;633
;1550167;9.1546;60.3302;1242
;1550168;9.1727;60.331;818
;1550169;9.1907;60.3318;887
;1550170;9.2087;60.3326;906
;1550171;9.2267;60.3334;1038
;1550172;9.2447;60.3342;941
;1550173;9.2627;60.3349;1006
;1550200;9.7497;60.3551;579
;1551360;9.1202;60.3197;1082
;1551361;9.1382;60.3205;1070
;1551362;9.1562;60.3213;1008
;1551363;9.1742;60.3221;839
;1551364;9.1923;60.3229;820
;1551365;9.2103;60.3237;815
;1551366;9.2283;60.3244;1004
;1551367;9.2463;60.3252;884
;1551368;9.2643;60.326;935
;1551369;9.2823;60.3268;1037
;1551370;9.3004;60.3276;1014
;1551371;9.3184;60.3283;985
;1552554;9.1038;60.31;1085
;1552555;9.1218;60.3108;1125
;1552556;9.1398;60.3116;1008
;1552557;9.1578;60.3124;877
;1552558;9.1758;60.3131;897
;1552559;9.1938;60.3139;795
;1552560;9.2119;60.3147;728
;1552561;9.2299;60.3155;968
;1552562;9.2479;60.3163;896
;1552563;9.2659;60.3171;916
;1552564;9.2839;60.3178;1003
;1552565;9.3019;60.3186;1030
;1552569;9.374;60.3217;1207
;1553748;9.0875;60.3002;1003
;1553749;9.1054;60.301;962
;1553750;9.1234;60.3018;952
;1553751;9.1414;60.3026;958
;1553752;9.1594;60.3034;1070
;1553753;9.1774;60.3042;974
;1553754;9.1954;60.305;877
;1553755;9.2135;60.3058;762
;1553756;9.2315;60.3066;873
;1553757;9.2495;60.3074;928
;1553758;9.2675;60.3081;920
;1553759;9.2855;60.3089;999
;1553760;9.3035;60.3097;947
;1553761;9.3215;60.3105;1030
;1553762;9.3395;60.3112;1024
;1553763;9.3575;60.312;1037
;1553764;9.3755;60.3128;1199
;1553765;9.3935;60.3135;1297
;1554944;9.1071;60.2921;967
;1554945;9.125;60.2929;1011
;1554946;9.1431;60.2937;1073
;1554948;9.179;60.2953;986
;1554949;9.197;60.2961;940
;1554950;9.215;60.2969;804
;1554951;9.233;60.2976;677
;1554952;9.251;60.2984;846
;1554953;9.269;60.2992;882
;1554954;9.287;60.3;904
;1554955;9.305;60.3008;974
;1554956;9.323;60.3015;1059
;1554957;9.3411;60.3023;1089
;1554958;9.359;60.3031;1021
;1554959;9.3771;60.3038;1175
;1554960;9.3951;60.3046;1246
;1554962;9.4311;60.3061;1304
;1554963;9.4491;60.3069;1276
;1556143;9.1806;60.2863;988
;1556144;9.1986;60.2871;917
;1556145;9.2166;60.2879;850
;1556146;9.2346;60.2887;632
;1556147;9.2526;60.2895;644
;1556148;9.2706;60.2903;776
;1556149;9.2886;60.291;845
;1556150;9.3066;60.2918;918
;1556151;9.3246;60.2926;1086
;1556152;9.3426;60.2934;1117
;1556153;9.3606;60.2941;1020
;1556154;9.3786;60.2949;1041
;1556155;9.3966;60.2957;1130
;1556156;9.4146;60.2964;1131
;1556157;9.4326;60.2972;1197
;1556158;9.4506;60.2979;1303
;1557337;9.1642;60.2766;1016
;1557338;9.1822;60.2774;1085
;1557339;9.2002;60.2782;985
;1557340;9.2182;60.279;906
;1557341;9.2362;60.2798;788
;1557342;9.2542;60.2806;556
;1557343;9.2722;60.2813;678
;1557344;9.2902;60.2821;792
;1557345;9.3082;60.2829;1005
;1557346;9.3261;60.2837;1108
;1557347;9.3441;60.2844;968
;1557348;9.3621;60.2852;987
;1557349;9.3801;60.286;998
;1557350;9.3981;60.2867;1012
;1557351;9.4161;60.2875;1032
;1557352;9.4341;60.2882;1141
;1557353;9.4521;60.289;1328
;1558534;9.2018;60.2693;1036
;1558535;9.2198;60.2701;949
;1558536;9.2378;60.2708;897
;1558537;9.2557;60.2716;566
;1558538;9.2737;60.2724;623
;1558539;9.2917;60.2732;796
;1558540;9.3097;60.274;963
;1558541;9.3277;60.2747;984
;1558542;9.3457;60.2755;875
;1558543;9.3637;60.2763;969
;1558544;9.3817;60.277;1004
;1558545;9.3997;60.2778;971
;1558546;9.4177;60.2785;1000
;1558547;9.4357;60.2793;1096
;1558548;9.4537;60.2801;1292
;1559728;9.1854;60.2595;965
;1559729;9.2034;60.2603;929
;1559730;9.2214;60.2611;908
;1559731;9.2393;60.2619;865
;1559732;9.2573;60.2627;665
;1559733;9.2753;60.2635;542
;1559734;9.2933;60.2642;604
;1559735;9.3113;60.265;826
;1559736;9.3293;60.2658;806
;1559737;9.3472;60.2666;784
;1559738;9.3652;60.2673;836
;1559739;9.3832;60.2681;834
;1559740;9.4012;60.2689;893
;1559741;9.4192;60.2696;938
;1559742;9.4372;60.2704;1052
;1559743;9.4552;60.2711;1183
;1560924;9.205;60.2514;1005
;1560925;9.2229;60.2522;865
;1560926;9.2409;60.253;861
;1560927;9.2589;60.2538;714
;1560928;9.2769;60.2545;428
;1560929;9.2948;60.2553;361
;1560930;9.3128;60.2561;482
;1560931;9.3308;60.2569;520
;1560932;9.3488;60.2576;561
;1560933;9.3668;60.2584;624
;1560934;9.3848;60.2592;760
;1560935;9.4027;60.2599;736
;1560936;9.4207;60.2607;848
;1560937;9.4387;60.2614;977
;1562118;9.1886;60.2417;963
;1562119;9.2065;60.2425;809
;1562120;9.2245;60.2433;784
;1562121;9.2425;60.244;758
;1562122;9.2605;60.2448;668
;1562123;9.2784;60.2456;482
;1562124;9.2964;60.2464;376
;1562125;9.3144;60.2471;306
;1562126;9.3323;60.2479;294
;1562127;9.3503;60.2487;321
;1562128;9.3683;60.2495;409
;1562129;9.3863;60.2502;585
;1562130;9.4043;60.251;737
;1562131;9.4222;60.2517;863
;1562132;9.4402;60.2525;961
;1563313;9.1902;60.2328;792
;1563314;9.2081;60.2335;649
;1563315;9.2261;60.2343;776
;1563316;9.2441;60.2351;648
;1563317;9.262;60.2359;601
;1563318;9.28;60.2367;549
;1563319;9.298;60.2374;487
;1563320;9.3159;60.2382;461
;1563321;9.3339;60.239;382
;1563322;9.3519;60.2398;268
;1563323;9.3698;60.2405;330
;1563324;9.3878;60.2413;553
;1563325;9.4058;60.242;704
;1563326;9.4238;60.2428;860
;1564507;9.1738;60.223;834
;1564508;9.1917;60.2238;881
;1564509;9.2097;60.2246;839
;1564510;9.2277;60.2254;865
;1564511;9.2456;60.2262;741
;1564512;9.2636;60.227;661
;1564513;9.2816;60.2277;578
;1564514;9.2995;60.2285;659
;1564515;9.3175;60.2293;572
;1564516;9.3355;60.23;493
;1564517;9.3534;60.2308;331
;1564518;9.3714;60.2316;259
;1564519;9.3893;60.2323;494
;1564520;9.4073;60.2331;584
;1564521;9.4253;60.2339;789
;1565704;9.2113;60.2157;946
;1565705;9.2292;60.2165;932
;1565706;9.2472;60.2172;767
;1565707;9.2652;60.218;713
;1565708;9.2831;60.2188;733
;1565709;9.3011;60.2196;843
;1565710;9.319;60.2203;862
;1565711;9.337;60.2211;571
;1565712;9.3549;60.2219;359
;1565713;9.3729;60.2226;280
;1565714;9.3909;60.2234;356
;1565715;9.4088;60.2242;511
;1565716;9.4268;60.2249;692
;1565717;9.4448;60.2257;789
;1566900;9.2308;60.2075;933
;1566901;9.2488;60.2083;824
;1566902;9.2667;60.2091;946
;1566903;9.2847;60.2099;839
;1566904;9.3026;60.2106;972
;1566905;9.3206;60.2114;901
;1566906;9.3385;60.2122;648
;1566907;9.3565;60.2129;417
;1566908;9.3744;60.2137;241
;1566909;9.3924;60.2145;275
;1566910;9.4104;60.2152;529
;1566911;9.4283;60.216;685
;1568097;9.2683;60.2002;1022
;1568098;9.2862;60.2009;942
;1568099;9.3042;60.2017;999
;1568100;9.3221;60.2025;920
;1568101;9.3401;60.2032;751
;1568102;9.358;60.204;477
;1568103;9.376;60.2048;236
;1568104;9.3939;60.2055;207
;1568105;9.4119;60.2063;467
;1568106;9.4298;60.2071;633
;1569292;9.2698;60.1912;962
;1569293;9.2878;60.192;919
;1569294;9.3057;60.1928;995
;1569295;9.3237;60.1935;972
;1569296;9.3416;60.1943;757
;1569297;9.3596;60.1951;475
;1569298;9.3775;60.1958;370
;1569299;9.3955;60.1966;177
;1569300;9.4134;60.1974;331
;1569301;9.4314;60.1981;631
;1570486;9.2535;60.1815;880
;1570487;9.2714;60.1823;879
;1570488;9.2893;60.1831;792
;1570489;9.3073;60.1838;839
;1570490;9.3252;60.1846;782
;1570491;9.3432;60.1854;765
;1570492;9.3611;60.1861;452
;1570493;9.3791;60.1869;299
;1570494;9.397;60.1877;173
;1570495;9.4149;60.1884;200
;1570496;9.4329;60.1892;431
;1570497;9.4508;60.1899;654
;1571681;9.255;60.1726;781
;1571682;9.273;60.1733;721
;1571683;9.2909;60.1741;628
;1571684;9.3088;60.1749;616
;1571685;9.3268;60.1757;569
;1571686;9.3447;60.1764;758
;1571687;9.3626;60.1772;570
;1571688;9.3806;60.178;447
;1571689;9.3985;60.1787;266
;1571690;9.4165;60.1795;170
;1571691;9.4344;60.1802;316
;1572876;9.2566;60.1636;792
;1572877;9.2745;60.1644;670
;1572878;9.2925;60.1652;689
;1572879;9.3104;60.166;748
;1572880;9.3283;60.1667;631
;1572881;9.3462;60.1675;606
;1572882;9.3642;60.1683;525
;1572883;9.3821;60.169;362
;1572884;9.4001;60.1698;203
;1572885;9.418;60.1706;177
;1572886;9.4359;60.1713;297
;1574071;9.2582;60.1547;773
;1574072;9.2761;60.1555;838
;1574073;9.294;60.1563;863
;1574074;9.3119;60.157;801
;1574075;9.3299;60.1578;794
;1574076;9.3478;60.1586;589
;1574077;9.3657;60.1593;424
;1574078;9.3836;60.1601;429
;1574079;9.4016;60.1609;454
;1574080;9.4195;60.1616;170
;1575267;9.2776;60.1465;899
;1575268;9.2956;60.1473;810
;1575269;9.3135;60.1481;746
;1575270;9.3314;60.1489;700
;1575271;9.3493;60.1496;647
;1575272;9.3673;60.1504;626
;1575273;9.3852;60.1512;500
;1575275;9.421;60.1527;240
;1576464;9.315;60.1392;806
;1576465;9.3329;60.1399;717
;1577659;9.3166;60.1302;761
;1629059;9.6479;59.7571;499
;1629060;9.6656;59.7578;408
;1629061;9.6833;59.7586;354
;1630254;9.6493;59.7482;608
;1630255;9.667;59.7489;392
;1630256;9.6847;59.7496;338
;1631449;9.6507;59.7392;615
;1631450;9.6684;59.74;361
;1631451;9.6861;59.7407;345
;1631452;9.7039;59.7414;298
;1632644;9.6522;59.7303;578
;1632645;9.6699;59.731;401
;1632646;9.6876;59.7317;334
;1632647;9.7053;59.7324;313
;1633840;9.6713;59.7221;404
;1633841;9.689;59.7228;319
;1633842;9.7067;59.7235;329
;1635035;9.6727;59.7131;434
;1635036;9.6904;59.7138;306
;1635037;9.7081;59.7146;326
;1635038;9.7258;59.7153;300
;1635039;9.7435;59.716;300
;1636230;9.6741;59.7042;386
;1636231;9.6918;59.7049;282
;1636232;9.7095;59.7056;284
;1636233;9.7272;59.7063;274
;1636234;9.7449;59.707;243
;1636235;9.7626;59.7078;189
;1637425;9.6756;59.6952;327
;1637426;9.6932;59.696;256
;1637427;9.7109;59.6967;283
;1637428;9.7286;59.6974;236
;1637429;9.7463;59.6981;182
;1637430;9.764;59.6988;161
;1637431;9.7817;59.6995;124
;1638620;9.677;59.6863;257
;1638621;9.6947;59.687;252
;1638622;9.7123;59.6877;222
;1638623;9.73;59.6885;197
;1638624;9.7477;59.6892;173
;1638625;9.7654;59.6899;121
;1639815;9.6784;59.6774;261
;1639816;9.6961;59.6781;227
;1639817;9.7138;59.6788;207
;1639818;9.7315;59.6795;189
;1639819;9.7491;59.6802;134
;1641011;9.6975;59.6691;220
;1641012;9.7152;59.6699;200
;1641013;9.7329;59.6706;198
;1642206;9.6989;59.6602;225
;1655366;9.9788;59.5723;503
;1656561;9.9802;59.5633;475
;1656562;9.9978;59.564;395
;1657756;9.9815;59.5544;434
;1657757;9.9991;59.5551;391
;1657758;10.0167;59.5557;408
;1658950;9.9652;59.5448;446
;1658951;9.9828;59.5454;391
;1658952;10.0004;59.5461;459
;1658953;10.0181;59.5468;377
;1658954;10.0357;59.5475;422
;1658955;10.0533;59.5481;198
;1660146;9.9842;59.5365;419
;1660147;10.0018;59.5372;366
;1660148;10.0194;59.5378;299
;1660149;10.037;59.5385;364
;1660150;10.0546;59.5392;182
;1661340;9.9679;59.5269;557
;1661341;9.9855;59.5275;528
;1661342;10.0031;59.5282;460
;1661343;10.0207;59.5289;300
;1661344;10.0383;59.5296;271
;1661345;10.0559;59.5302;193
;1661346;10.0735;59.5309;86
;1662537;10.0044;59.5193;400
;1662538;10.022;59.52;368
;1662539;10.0396;59.5206;272
;1662540;10.0572;59.5213;134
;1662541;10.0749;59.522;98
;1662542;10.0925;59.5226;60
;1663735;10.0586;59.5123;210
;1663736;10.0762;59.513;111
;1663737;10.0938;59.5137;77
;1663738;10.1114;59.5143;63
;1664930;10.0599;59.5034;166
;1664931;10.0775;59.5041;103
;1664932;10.0951;59.5047;78
;1664933;10.1127;59.5054;144
;1664934;10.1303;59.506;168
;1666125;10.0612;59.4944;152
;1666126;10.0788;59.4951;79
;1666127;10.0964;59.4958;68
;1666128;10.114;59.4964;171
;1667320;10.0625;59.4855;320
;1667321;10.0801;59.4862;100
;1667322;10.0977;59.4868;69
;1667323;10.1153;59.4875;185
;1668515;10.0638;59.4766;297
;1668516;10.0814;59.4772;157
;1668517;10.099;59.4779;78
;1668518;10.1166;59.4785;116
;1669710;10.0651;59.4676;259
;1669711;10.0827;59.4683;186
;1669712;10.1003;59.4689;86
;1669713;10.1178;59.4696;113
;1670905;10.0664;59.4587;173
;1670906;10.084;59.4593;137
;1670907;10.1016;59.46;71
;1670908;10.1191;59.4606;141
;1672100;10.0677;59.4497;196
;1672101;10.0853;59.4504;118
;1672102;10.1029;59.451;90
;1672103;10.1204;59.4517;210
;1672104;10.138;59.4524;164
;1673294;10.0515;59.4401;197
;1673295;10.069;59.4408;160
;1673296;10.0866;59.4414;126
;1673297;10.1042;59.4421;80
;1674489;10.0528;59.4312;337
;1674490;10.0703;59.4318;282
;1674491;10.0879;59.4325;211
;1674492;10.1055;59.4331;100
;1675685;10.0716;59.4229;319
;1675686;10.0892;59.4235;259
;1675687;10.1067;59.4242;135
